ID,Name,League,LeagueId,Overall,Attack,Midfield,Defence,TransferBudget,DomesticPrestige,IntPrestige,Players,StartingAverageAge,AllTeamAverageAge
80,Heart of Midlothian,Scottish Premiership (1),50,70,69,69,69,0,8,3,28,26.9,26.2
81,Hibernian,Scottish Premiership (1),50,67,67,66,67,0,7,2,27,25.9,24.7
82,Kilmarnock,Scottish Premiership (1),50,63,64,64,62,0,3,1,28,26.8,25.8
621,Livingston FC,Scottish Premiership (1),50,64,64,65,64,0,3,1,25,27.6,26.5
83,Motherwell,Scottish Premiership (1),50,65,66,64,65,0,6,1,26,27.3,25.1
86,Rangers FC,Scottish Premiership (1),50,74,73,74,73,0,10,5,28,27.4,26.4
631,Ross County FC,Scottish Premiership (1),50,64,62,64,64,0,2,1,24,26.1,25.2
100804,St. Johnstone FC,Scottish Premiership (1),50,65,64,63,64,0,4,1,28,26.8,26.8
100805,St. Mirren,Scottish Premiership (1),50,64,64,65,65,0,2,1,23,27.7,26.5
110929,Kaizer Chiefs,South African Premier Division (1),347,68,69,63,67,0,9,6,28,26.7,26.1
110935,Mamelodi Sundowns FC,South African Premier Division (1),347,70,69,70,69,0,10,5,28,27.4,28.1
110930,Orlando Pirates,South African Premier Division (1),347,69,69,70,69,0,10,5,28,27.1,27.0
1854,Albacete BP,Spanish Segunda División (2),54,66,64,67,66,0,4,1,28,26.4,25.1
10846,Burgos CF,Spanish Segunda División (2),54,68,64,69,66,0,1,1,27,28.6,26.3
100888,CD Leganés,Spanish Segunda División (2),54,69,68,70,69,0,7,1,28,29.0,26.5
110831,CD Lugo,Spanish Segunda División (2),54,67,68,68,66,0,3,1,30,27.6,24.9
110069,CD Mirandés,Spanish Segunda División (2),54,67,66,68,64,0,3,1,28,23.0,22.8
260,CD Tenerife,Spanish Segunda División (2),54,71,71,71,70,0,8,1,30,29.6,25.7
463,Deportivo Alavés,Spanish Segunda División (2),54,71,70,71,72,0,9,1,30,26.6,23.9
114554,FC Andorra,Spanish Segunda División (2),54,65,62,64,64,0,1,1,27,26.4,25.1
100851,FC Cartagena,Spanish Segunda División (2),54,69,67,70,69,0,4,1,30,30.8,27.1
110832,Granada CF,Spanish Segunda División (2),54,74,76,75,71,0,9,1,30,28.6,26.4
1853,Levante Unión Deportiva,Spanish Segunda División (2),54,73,73,75,72,0,9,1,27,27.9,25.7
573,Málaga CF,Spanish Segunda División (2),54,69,71,68,68,0,8,1,30,29.4,26.9
456,Racing Santander,Spanish Segunda División (2),54,68,67,67,69,0,5,1,28,27.4,25.4
110827,Real Oviedo,Spanish Segunda División (2),54,70,74,71,69,0,6,1,30,28.6,24.6
459,Real Sporting de Gijón,Spanish Segunda División (2),54,69,69,69,70,0,7,1,30,26.6,24.6
244,Real Zaragoza,Spanish Segunda División (2),54,70,66,68,70,0,7,2,30,26.2,25.1
467,SD Eibar,Spanish Segunda División (2),54,72,72,71,71,0,8,1,26,29.0,27.0
110839,SD Huesca,Spanish Segunda División (2),54,69,68,69,67,0,6,1,30,27.7,25.3
2023,SD Ponferradina,Spanish Segunda División (2),54,69,68,69,68,0,6,1,25,27.6,26.1
113981,UD Ibiza,Spanish Segunda División (2),54,68,68,67,69,0,2,1,28,25.9,25.8
472,Unión Deportiva Las Palmas,Spanish Segunda División (2),54,72,71,73,71,0,8,1,28,27.2,25.2
110902,Villarreal Club de Fútbol B,Spanish Segunda División (2),54,65,67,65,65,0,1,1,30,22.2,21.3
433,AIK,Swedish Allsvenskan (1),56,67,70,66,68,0,9,2,22,29.6,26.3
711,BK Häcken,Swedish Allsvenskan (1),56,66,66,67,65,0,7,1,25,27.4,24.8
113892,Degerfors IF,Swedish Allsvenskan (1),56,62,61,62,62,0,1,1,24,24.8,25.8
710,Djurgårdens IF,Swedish Allsvenskan (1),56,68,68,68,68,0,9,1,23,27.6,26.4
1596,GIF Sundsvall,Swedish Allsvenskan (1),56,63,63,62,64,0,2,1,23,28.7,25.4
708,Hammarby IF,Swedish Allsvenskan (1),56,68,69,68,67,0,8,1,26,26.9,25.2
432,Helsingborgs IF,Swedish Allsvenskan (1),56,63,63,63,62,0,2,1,28,26.1,25.2
700,IF Elfsborg,Swedish Allsvenskan (1),56,67,66,64,69,0,6,1,27,26.8,23.5
319,IFK Göteborg,Swedish Allsvenskan (1),56,66,70,65,65,0,7,1,27,28.6,24.6
702,IFK Norrköping,Swedish Allsvenskan (1),56,66,68,67,65,0,8,1,28,27.6,24.8
112126,IFK Värnamo,Swedish Allsvenskan (1),56,62,65,62,62,0,1,1,28,26.0,23.8
113458,IK Sirius,Swedish Allsvenskan (1),56,63,64,64,63,0,3,1,26,26.2,24.5
1439,Kalmar FF,Swedish Allsvenskan (1),56,64,63,65,63,0,3,1,24,27.6,25.4
320,Malmö FF,Swedish Allsvenskan (1),56,70,70,72,69,0,10,4,28,30.3,27.2
112072,Mjällby AIF,Swedish Allsvenskan (1),56,62,62,63,61,0,2,1,24,24.8,24.4
113743,Varbergs BoIS FC,Swedish Allsvenskan (1),56,62,62,62,62,0,1,1,28,27.8,25.2
900,BSC Young Boys,Swiss Super League (1),189,71,73,71,69,0,10,5,27,25.2,24.0
896,FC Basel 1893,Swiss Super League (1),189,69,69,68,68,0,8,6,28,25.1,23.6
10032,FC Lugano,Swiss Super League (1),189,67,68,68,66,0,4,2,28,27.7,24.4
897,FC Luzern,Swiss Super League (1),189,67,66,66,67,0,6,3,28,25.7,24.0
110770,FC Sion,Swiss Super League (1),189,68,77,67,64,0,6,3,27,27.2,25.7
898,FC St. Gallen 1879,Swiss Super League (1),189,66,66,64,65,0,6,4,28,24.2,23.1
1713,FC Winterthur,Swiss Super League (1),189,63,65,63,61,0,3,1,27,25.3,24.1
894,FC Zürich,Swiss Super League (1),189,69,69,71,67,0,6,3,25,27.9,25.5
322,Grasshopper Club Zürich,Swiss Super League (1),189,66,63,67,66,0,4,3,26,25.4,24.0
324,Servette FC,Swiss Super League (1),189,68,69,67,67,0,5,3,28,28.1,24.8
101016,Adana Demirspor,Turkish Süper Lig (1),68,72,74,71,74,0,2,1,30,30.4,27.5
741,Antalyaspor,Turkish Süper Lig (1),68,72,71,73,70,0,5,3,26,30.1,28.1
101028,Atakaş Hatayspor,Turkish Süper Lig (1),68,69,71,68,70,0,1,1,28,28.9,27.1
113142,Aytemiz Alanyaspor,Turkish Süper Lig (1),68,71,73,70,68,0,2,1,29,26.9,25.0
327,Beşiktaş JK,Turkish Süper Lig (1),68,74,75,74,74,0,8,6,25,27.3,26.1
101041,Demir Grup Sivasspor,Turkish Süper Lig (1),68,70,70,71,67,0,5,2,27,30.4,28.6
111117,Fatih Karagümrük S.K.,Turkish Süper Lig (1),68,70,71,71,69,0,1,1,28,28.8,25.9
326,Fenerbahçe SK,Turkish Süper Lig (1),68,75,76,75,75,0,9,6,27,27.3,25.9
112120,GZT Giresunspor,Turkish Süper Lig (1),68,67,68,67,67,0,2,1,25,26.6,25.2
325,Galatasaray SK,Turkish Süper Lig (1),68,76,79,76,74,0,10,7,28,27.4,25.4
110776,Gazişehir Gaziantep F.K.,Turkish Süper Lig (1),68,69,68,70,69,0,3,1,27,28.6,26.0
111339,Kasimpaşa SK,Turkish Süper Lig (1),68,70,73,70,69,0,4,3,25,28.4,27.6
101007,MKE Ankaragücü,Turkish Süper Lig (1),68,71,71,72,70,0,4,2,30,27.6,26.9
436,Trabzonspor,Turkish Süper Lig (1),68,76,75,77,75,0,6,5,30,27.6,26.0
101020,Yukatel Kayserispor,Turkish Süper Lig (1),68,69,72,70,68,0,4,2,26,28.4,27.0
113796,Ümraniyespor,Turkish Süper Lig (1),68,67,67,66,67,0,1,1,27,30.4,27.4
101014,İstanbul Başakşehir FK,Turkish Süper Lig (1),68,73,76,73,72,0,8,5,25,29.0,28.2
746,İstanbulspor,Turkish Süper Lig (1),68,64,64,65,62,0,2,1,25,25.7,25.2
101033,İttifak Holding Konyaspor,Turkish Süper Lig (1),68,69,71,68,69,0,6,3,26,27.8,27.2
111701,Al Ain FC,UAE Arabian Gulf League (1),2013,69,76,69,68,0,9,6,28,26.4,25.2
112885,Atlanta United,USA Major League Soccer (1),39,71,71,70,68,0,8,5,30,24.9,25.1
114161,Austin FC,USA Major League Soccer (1),39,69,68,71,66,0,3,1,27,28.1,26.1
114640,Charlotte FC,USA Major League Soccer (1),39,68,70,64,69,0,1,1,30,27.3,24.8
693,Chicago Fire Football Club,USA Major League Soccer (1),39,67,70,70,66,0,5,1,28,25.9,23.8
111139,Club de Foot Montréal,USA Major League Soccer (1),39,69,69,69,69,0,4,4,30,27.3,24.1
694,Colorado Rapids,USA Major League Soccer (1),39,68,71,70,66,0,4,1,30,28.6,25.8
687,Columbus Crew,USA Major League Soccer (1),39,70,75,70,70,0,6,2,29,28.3,26.9
688,D.C. United,USA Major League Soccer (1),39,69,71,69,66,0,5,3,30,27.6,26.2
113149,FC Cincinnati,USA Major League Soccer (1),39,68,68,71,66,0,1,1,29,26.0,25.7
695,FC Dallas,USA Major League Soccer (1),39,69,72,70,68,0,5,2,29,24.7,24.2
698,Houston Dynamo,USA Major League Soccer (1),39,68,68,71,66,0,6,2,28,28.8,25.5
112893,Inter Miami CF,USA Major League Soccer (1),39,68,71,68,66,0,3,3,30,27.0,25.2
697,LA Galaxy,USA Major League Soccer (1),39,69,75,69,68,0,9,6,30,28.6,26.0
112996,Los Angeles FC,USA Major League Soccer (1),39,74,79,73,73,0,8,2,28,28.9,25.6
111138,Minnesota United FC,USA Major League Soccer (1),39,70,68,71,67,0,3,1,30,27.8,26.3
114162,Nashville SC,USA Major League Soccer (1),39,69,70,69,71,0,2,2,27,28.8,27.2
691,New England Revolution,USA Major League Soccer (1),39,69,73,68,70,0,5,3,30,26.9,25.8
112828,New York City FC,USA Major League Soccer (1),39,70,70,69,69,0,10,5,25,26.1,25.3
689,New York Red Bulls,USA Major League Soccer (1),39,69,63,69,70,0,8,4,28,22.9,22.3
112606,Orlando City Soccer Club,USA Major League Soccer (1),39,69,73,69,67,0,6,5,29,27.3,25.1
112134,Philadelphia Union,USA Major League Soccer (1),39,70,70,70,69,0,6,2,27,26.3,23.6
111140,Portland Timbers,USA Major League Soccer (1),39,70,70,71,68,0,7,3,29,28.1,26.1
111065,Real Salt Lake,USA Major League Soccer (1),39,68,70,66,66,0,6,4,30,27.3,25.8
111928,San Jose Earthquakes,USA Major League Soccer (1),39,69,71,69,68,0,4,2,29,25.2,24.8
111144,Seattle Sounders FC,USA Major League Soccer (1),39,71,71,71,70,0,8,4,27,27.3,25.7
696,Sporting Kansas City,USA Major League Soccer (1),39,68,61,71,66,0,7,2,27,28.7,26.3
111651,Toronto FC,USA Major League Soccer (1),39,69,75,69,68,0,7,4,27,29.2,25.7
101112,Vancouver Whitecaps FC,USA Major League Soccer (1),39,69,67,71,67,0,5,2,30,25.7,25.2
101047,Dynamo Kyiv,Ukrainian Premier League (1),332,73,70,75,72,0,10,6,28,25.9,24.9
101059,Shakhtar Donetsk,Ukrainian Premier League (1),332,71,69,72,71,0,10,7,26,23.7,24.1
115536,Cerro Largo Fútbol Club,Uruguayan Primera División (1),338,66,66,65,66,0,2,1,23,25.9,25.6
101110,Club Atlético Peñarol,Uruguayan Primera División (1),338,67,68,67,66,0,9,8,22,28.1,25.1
112184,Club Atlético River Plate,Uruguayan Primera División (1),338,66,66,67,67,0,5,2,26,27.6,24.8
111325,Club Nacional de Football,Uruguayan Primera División (1),338,71,74,70,70,0,10,8,28,26.6,25.9
111326,Liverpool Fútbol Club,Uruguayan Primera División (1),338,66,67,66,66,0,7,2,24,24.3,22.7
111001,Montevideo Wanderers,Uruguayan Primera División (1),338,65,64,66,66,0,6,3,24,25.3,24.1
110989,Caracas Fútbol Club,Venezuelan Primera División (1),2019,66,66,65,66,0,9,3,27,25.6,23.6
112853,Deportivo La Guaira FC,Venezuelan Primera División (1),2019,65,64,65,65,0,7,1,29,25.2,22.4
110990,Deportivo Táchira FC,Venezuelan Primera División (1),2019,65,66,66,65,0,10,4,30,27.6,25.5
111332,Estudiantes de Mérida,Venezuelan Primera División (1),2019,65,64,65,64,0,5,2,29,31.8,26.3
115694,Hermanos Colmenarez,Venezuelan Primera División (1),2019,65,66,64,65,0,2,1,27,28.4,27.7
112914,Metropolitanos de Caracas FC,Venezuelan Primera División (1),2019,65,65,66,65,0,6,1,30,26.7,26.3
